"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Input.id","Input.gold_label","Answer.label.label","Approve","Reject"
"3DZKABX20UJ2678I3M9E6ETKFMTVCI","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:30 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","39L1G8WVW351TFTUTHJPU7D0ZG531G","A9HQ3E0F2AGVO","Approved","Wed Dec 27 13:02:22 PST 2023","Wed Dec 27 13:04:26 PST 2023","Sat Dec 30 13:04:26 PST 2023","Sat Dec 30 13:04:34 PST 2023","","","124","100% (384/384)","100% (384/384)","0% (0/0)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end n n \""\)","44","True","True"
"3DZKABX20UJ2678I3M9E6ETKFMTVCI","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:30 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3P59JYT76YYDHH9KR0PUH3R3LL12TI","A37WXDYYT7RCZ0","Approved","Wed Dec 27 13:24:55 PST 2023","Wed Dec 27 13:25:04 PST 2023","Sat Dec 30 13:25:04 PST 2023","Sat Dec 30 13:25:34 PST 2023","","","9","100% (168/168)","100% (168/168)","0% (0/0)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end n n \""\)","44","True","False"
"3DZKABX20UJ2678I3M9E6ETKFMTVCI","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:30 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","35GMH2SV3RVPZ5GSO3YWPUU5JJ9OEP","AHT8HA3JRWVGV","Approved","Thu Dec 28 04:07:16 PST 2023","Thu Dec 28 04:16:59 PST 2023","Sun Dec 31 04:16:59 PST 2023","Sun Dec 31 04:17:34 PST 2023","","","583","100% (379/379)","100% (379/379)","100% (61/61)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end n n \""\)","44","True","True"
"3DZKABX20UJ2678I3M9E6ETKFMTVCI","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:30 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","30JNVC0ORMY44RKATHY6Z2MIQ2NHQE","A34M93NJC830DP","Approved","Thu Dec 28 09:13:23 PST 2023","Thu Dec 28 09:14:31 PST 2023","Sun Dec 31 09:14:31 PST 2023","Sun Dec 31 09:14:34 PST 2023","","","68","100% (392/392)","100% (392/392)","100% (328/328)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end n n \""\)","44","True","True"
"3DZKABX20UJ2678I3M9E6ETKFMTVCI","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:30 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3AWETUDC9F6DEEWLMVZ4Q7Z1WT9IZB","A2V3GBDTA9KEU0","Approved","Sat Dec 30 15:24:54 PST 2023","Sat Dec 30 15:26:11 PST 2023","Tue Jan 02 15:26:11 PST 2024","Tue Jan 02 15:26:34 PST 2024","","","77","100% (396/396)","100% (396/396)","100% (385/385)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end n n \""\)","44","True","False"
"3DZKABX20UJ2678I3M9E6ETKFMTVCI","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:30 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3B1NLC6UGCA54JOK9Y1ZEXK77MUPGZ","A35BY30TC8WCL4","Approved","Mon Jan 01 04:56:56 PST 2024","Mon Jan 01 04:58:02 PST 2024","Thu Jan 04 04:58:02 PST 2024","Thu Jan 04 04:58:34 PST 2024","","","66","100% (309/309)","100% (309/309)","100% (309/309)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end n n \""\)","44","True","True"
"3DZKABX20UJ2678I3M9E6ETKFMTVCI","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:30 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3C8HJ7UOPK8ZAXMC7AXWI06ID85ZMW","A2TBXASXZIRNNW","Approved","Mon Jan 01 10:26:07 PST 2024","Mon Jan 01 10:28:19 PST 2024","Thu Jan 04 10:28:19 PST 2024","Thu Jan 04 10:28:34 PST 2024","","","132","100% (273/273)","100% (273/273)","100% (273/273)","print(""This line would be valid python code if we added another quote and another closing parentheses to the end n n \""\)","44","True","True"
"3YGE63DIOKBVR4D7HGLQXFAXD6Z0W5","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:32 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3GDTJDAPV7PKQ1LPYKXJ5G9EDDVM82","A9HQ3E0F2AGVO","Approved","Wed Dec 27 13:19:09 PST 2023","Wed Dec 27 13:24:24 PST 2023","Sat Dec 30 13:24:24 PST 2023","Sat Dec 30 13:24:34 PST 2023","","","315","100% (384/384)","100% (384/384)","0% (0/0)","This sentence does not mention any specific colors, but it does mention blue.","78","False","False"
"3YGE63DIOKBVR4D7HGLQXFAXD6Z0W5","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:32 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3F0BG9B9M21GK45K7ITOLB0QB4SY78","A3I9XLIHPPWPN1","Approved","Wed Dec 27 15:11:47 PST 2023","Wed Dec 27 15:16:08 PST 2023","Sat Dec 30 15:16:08 PST 2023","Sat Dec 30 15:16:34 PST 2023","","","261","100% (379/379)","100% (379/379)","0% (0/0)","This sentence does not mention any specific colors, but it does mention blue.","78","False","False"
"3YGE63DIOKBVR4D7HGLQXFAXD6Z0W5","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:32 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3V26SBZTBQSZ94LVMZNQQ22RRREZZX","A3OZ288I9CBLWF","Approved","Wed Dec 27 15:39:28 PST 2023","Wed Dec 27 15:40:15 PST 2023","Sat Dec 30 15:40:15 PST 2023","Sat Dec 30 15:40:34 PST 2023","","","47","100% (382/382)","100% (382/382)","0% (0/0)","This sentence does not mention any specific colors, but it does mention blue.","78","False","False"
"3YGE63DIOKBVR4D7HGLQXFAXD6Z0W5","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:32 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3DR23U6WEIS5CXL0KKKVJ40SIQMTEA","AHT8HA3JRWVGV","Approved","Wed Dec 27 19:46:52 PST 2023","Wed Dec 27 21:22:17 PST 2023","Sat Dec 30 21:22:17 PST 2023","Sat Dec 30 21:22:34 PST 2023","","","5725","100% (379/379)","100% (379/379)","100% (61/61)","This sentence does not mention any specific colors, but it does mention blue.","78","False","True"
"3YGE63DIOKBVR4D7HGLQXFAXD6Z0W5","33JNTVT0YG8BYOKMUV8PJT0VVDU3WJ","Say whether the self-referential statement is true or false","Say whether the self-referential statement is true or false","text, classification, self-reference","$0.13","Wed Dec 27 11:53:32 PST 2023","10","BatchId:5171266;OriginalHitTemplateId:929448123;","86400","259200","Sun Jan 07 11:53:38 PST 2024","","","3YW4XOSQK3ZLS96D81FQHG30CY71UE","A34M93NJC830DP","Approved","Thu Dec 28 09:59:49 PST 2023","Thu Dec 28 10:00:05 PST 2023","Sun Dec 31 10:00:05 PST 2023","Sun Dec 31 10:00:34 PST 2023","","","16","100% (392/392)","100% (392/392)","100% (328/328)","This sentence does not mention any specific colors, but it does mention blue.","78","False","True"
